name,url
Hapvida-Adesao-Alagoas,https://www.alter.com.br/wp-content/uploads/2023/04/Alter-Hapvida-AD-MACEIO-Manual-DESCONTO-08-25B.pdf
Hapvida-PME-Alagoas,https://www.alter.com.br/wp-content/uploads/2023/04/Alter-PME-Hapvida-Manual-MACEIO-DESCONTO-07-25.pdf
Hapvida-Adesao-Amazonas,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-Hapvida-AD-MANAUS-Manual-DESCONTO-08-25B-1.pdf
Hapvida-PME-Amazonas,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-PME-Hapvida-Manual-MANAUS-DESCONTO-07-25.pdf
Hapvida-Adesao-Bahia-Camacari,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-Hapvida-AD-CAMACARI-Manual-DESCONTO-08-25B.pdf
Hapvida-Adesao-Bahia-Feira-de-Santana,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-Hapvida-AD-FEIRA-DE-SANTANA-Manual-DESCONTO-08-25B.pdf
Hapvida-Adesao-Bahia-Salvador,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-Hapvida-AD-SALVADOR-Manual-DESCONTO-08-25B.pdf
Hapvida-PME-Bahia-Camacari,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-Hapvida-AD-CAMACARI-Manual-DESCONTO-08-25B.pdf
Hapvida-PME-Bahia-Feira-de-Santana,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-Hapvida-AD-FEIRA-DE-SANTANA-Manual-DESCONTO-08-25B.pdf
Hapvida-PME-Bahia-Salvador,https://www.alter.com.br/wp-content/uploads/2023/03/Alter-Hapvida-AD-SALVADOR-Manual-DESCONTO-08-25B.pdf
Hapvida-Adesao-Ceara-Fortaleza,https://www.alter.com.br/wp-content/uploads/2023/04/Alter-Hapvida-AD-FORTALEZA-Manual-DESCONTO-08-25B.pdf
Hapvida-Adesao-Ceara-Juazeiro,https://www.alter.com.br/wp-content/uploads/2023/04/Alter-Hapvida-AD-JUAZEIRO-DO-NORTE-Manual-DESCONTO-08-25B.pdf
Hapvida-PME-Ceara-Fortaleza,https://www.alter.com.br/wp-content/uploads/2023/04/Alter-PME-Hapvida-Manual-FORTALEZA-DESCONTO-07-25.pdf
Hapvida-PME-Ceara-Juazeiro,https://www.alter.com.br/wp-content/uploads/2023/04/Alter-PME-Hapvida-Manual-JUAZEIRO-DO-NORTE-DESCONTO-07-25.pdf

